source_id,incident_id,short_description,description,category,subcategory,priority,impact,urgency,resolution,data_source
1567,ZENODO_TRAIN_00353,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1549,ZENODO_TRAIN_00354,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: Due,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: Due)  Access Type: (RW) Read / Write  File Share:  j:/stundenbuecher     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2160,ZENODO_TRAIN_00355,Shared Mailbox Access - [ADDRESS] - [EMAIL],Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
973,ZENODO_TRAIN_00356,[TICKET ID] - New Support Ticket received  - configuacion nuevo telefono,[TICKET ID] - New Support Ticket received  - configuacion nuevo telefono,Support general,unknown,unknown,,,,zenodo_it_support_tickets
689,ZENODO_TRAIN_00357,[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]. [LOCATION]),[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1833,ZENODO_TRAIN_00358,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
953,ZENODO_TRAIN_00359,[TICKET ID] - New Support Ticket received  - impressora,[TICKET ID] - New Support Ticket received  - impressora,Computer-Services,unknown,unknown,,,,zenodo_it_support_tickets
2048,ZENODO_TRAIN_00360,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
990,ZENODO_TRAIN_00361,[TICKET ID] - New Support Ticket received  - instalacion de onedrive,[TICKET ID] - New Support Ticket received  - instalacion de onedrive,O365,unknown,unknown,,,,zenodo_it_support_tickets
1626,ZENODO_TRAIN_00362,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2126,ZENODO_TRAIN_00363,Delete Shared Mailbox - [EMAIL] - [EMAIL]. [LOCATION]),Delete Shared Mailbox - [EMAIL] - [EMAIL]. [LOCATION]),Support general,unknown,unknown,,,,zenodo_it_support_tickets
6718,ZENODO_TRAIN_00364,[SERVER] - Outdated McAfee Agent,[SERVER] - Outdated McAfee Agent,Software,unknown,unknown,,,,zenodo_it_support_tickets
2294,ZENODO_TRAIN_00365,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
10,ZENODO_TRAIN_00366,Initiated by [COMPANY][LOCATION]- Vulnerable .Net 4.5 Version on SS-E03F49869B22,Initiated by [COMPANY][LOCATION]- Vulnerable .Net 4.5 Version on SS-E03F49869B22,Software,unknown,unknown,,,,zenodo_it_support_tickets
1729,ZENODO_TRAIN_00367,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1908,ZENODO_TRAIN_00368,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
597,ZENODO_TRAIN_00369,[TICKET ID] - A Support Ticket was forwarded to your role  - Erreur sur ladresse mail nouvel arrivant,[TICKET ID] - A Support Ticket was forwarded to your role  - Erreur sur ladresse mail nouvel arrivant,O365,unknown,unknown,,,,zenodo_it_support_tickets
1674,ZENODO_TRAIN_00370,Shared Mailbox Access - [TICKET ID] - [EMAIL],Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
854,ZENODO_TRAIN_00371,[TICKET ID] - New Support Ticket received  - Mobilepass softoken,[TICKET ID] - New Support Ticket received  - Mobilepass softoken,Support general,unknown,unknown,,,,zenodo_it_support_tickets
13809,ZENODO_TRAIN_00372,File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Usern,File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    bitte auf folgenden Verzeichnissen Zugriff einrichten   [SERVER]   [SERVER]   [SERVER]   [SERVER]   [SERVER]   Sorten       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1841,ZENODO_TRAIN_00373,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2242,ZENODO_TRAIN_00374,Create MS team Account for external consultant,Create MS team Account for external consultant,O365,unknown,unknown,,,,zenodo_it_support_tickets
1057,ZENODO_TRAIN_00375,[TICKET ID] - New Support Ticket received  - Não consigo abrir um site,[TICKET ID] - New Support Ticket received  - Não consigo abrir um site,Support general,unknown,unknown,,,,zenodo_it_support_tickets
8300,ZENODO_TRAIN_00376,Remove and add a name from/to the e-mail group [COMPANY] Everybody,Remove and add a name from/to the e-mail group [COMPANY] Everybody,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1035,ZENODO_TRAIN_00377,[TICKET ID] - New Support Ticket received  - Growout Room phone needs adjustments,[TICKET ID] - New Support Ticket received  - Growout Room phone needs adjustments,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1748,ZENODO_TRAIN_00378,Create Shared Mailbox - [EMAIL] -[LOCATION]Ticket Status,Create Shared Mailbox - [EMAIL] -[LOCATION]Ticket Status,Support general,unknown,unknown,,,,zenodo_it_support_tickets
8308,ZENODO_TRAIN_00379,Unable to open Excel files from email,Unable to open Excel files from email,O365,unknown,unknown,,,,zenodo_it_support_tickets
1694,ZENODO_TRAIN_00380,File Share Access - [TICKET ID] - [NAME]. [NAME] (EXTERNAL. [LOCATION]),File Share Access - [TICKET ID] - [NAME]. [NAME] (EXTERNAL. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1102,ZENODO_TRAIN_00381,[TICKET ID] - New Support Ticket received  - Instalar programa BarTender,[TICKET ID] - New Support Ticket received  - Instalar programa BarTender,Software,unknown,unknown,,,,zenodo_it_support_tickets
3304,ZENODO_TRAIN_00382,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [US,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/MAZ-MTC     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1647,ZENODO_TRAIN_00383,Account information needed,Account information needed,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
14017,ZENODO_TRAIN_00384,Create new DG in[LOCATION]OUPlease create a new Distribution Group that I can add and remove users in AD. It should be called [SERVER] and the email address should be the same.,Create new DG in[LOCATION]OUPlease create a new Distribution Group that I can add and remove users in AD. It should be called [SERVER] and the email address should be the same.,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
733,ZENODO_TRAIN_00385,[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1525,ZENODO_TRAIN_00386,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1828,ZENODO_TRAIN_00387,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
9554,ZENODO_TRAIN_00388,RDP priviliges needed,RDP priviliges needed,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
5226,ZENODO_TRAIN_00389,J:ZR-Muster: Ordner / Dateien wieder herststellen,J:ZR-Muster: Ordner / Dateien wieder herststellen,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
3774,ZENODO_TRAIN_00390,Agenda Master - OutlookCriar Agenda Master no Outlook para que possamos inserir eventos. viagens. dentre outros. acesso para Gerentes. Gestores. Coordenadores. inserir mais de um compromisso na mesma ,Agenda Master - OutlookCriar Agenda Master no Outlook para que possamos inserir eventos. viagens. dentre outros. acesso para Gerentes. Gestores. Coordenadores. inserir mais de um compromisso na mesma data e horário.,O365,unknown,unknown,,,,zenodo_it_support_tickets
5010,ZENODO_TRAIN_00391,Need software for temperature logging device downloadedWe have a temperature logging device and the only person who has the software on his computer is [NAME]. who took his laptop with him on a busine,Need software for temperature logging device downloadedWe have a temperature logging device and the only person who has the software on his computer is [NAME]. who took his laptop with him on a business trip.  We had a malfunction in one of our coolers over the weekend and in order for the Breeders to make an informed decision we need to know what temperature these plants were exposed to for how long (kind of urgent).   I have the disc for downloading. I just need an admin to log in and approve.  [Image],Software,unknown,unknown,,,,zenodo_it_support_tickets
1977,ZENODO_TRAIN_00392,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1538,ZENODO_TRAIN_00393,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
8766,ZENODO_TRAIN_00394,LIBERAR SENHA INTERNET,LIBERAR SENHA INTERNET,Support general,unknown,unknown,,,,zenodo_it_support_tickets
886,ZENODO_TRAIN_00395,[TICKET ID] - New Support Ticket received  - activacion[LOCATION]equipo [SERVER],[TICKET ID] - New Support Ticket received  - activacion[LOCATION]equipo [SERVER],Support general,unknown,unknown,,,,zenodo_it_support_tickets
6932,ZENODO_TRAIN_00396,FALHA AO AGENDAR REUNIÃO[LOCATION]SKYPE,FALHA AO AGENDAR REUNIÃO[LOCATION]SKYPE,O365,unknown,unknown,,,,zenodo_it_support_tickets
1507,ZENODO_TRAIN_00397,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1950,ZENODO_TRAIN_00398,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1058,ZENODO_TRAIN_00399,[TICKET ID] - New Support Ticket received  - Liberação de Pasta,[TICKET ID] - New Support Ticket received  - Liberação de Pasta,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
9133,ZENODO_TRAIN_00400,I am not able to find[LOCATION]on the computer,I am not able to find[LOCATION]on the computer,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1064,ZENODO_TRAIN_00401,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Intel[LOCATION]on [SERVER],[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Intel[LOCATION]on [SERVER],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1514,ZENODO_TRAIN_00402,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
874,ZENODO_TRAIN_00403,[TICKET ID] - New Support Ticket received  - Approval to access [NAME]s mailbox,[TICKET ID] - New Support Ticket received  - Approval to access [NAME]s mailbox,O365,unknown,unknown,,,,zenodo_it_support_tickets
6964,ZENODO_TRAIN_00404,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATIO,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,unknown,unknown,,,,zenodo_it_support_tickets
11383,ZENODO_TRAIN_00405,Initiated by [COMPANY][LOCATION]- Vulnerable SQL-Server on [SERVER],Initiated by [COMPANY][LOCATION]- Vulnerable SQL-Server on [SERVER],Software,unknown,unknown,,,,zenodo_it_support_tickets
1351,ZENODO_TRAIN_00406,[TICKET ID] - New Support Ticket received  - BB Work will not open,[TICKET ID] - New Support Ticket received  - BB Work will not open,Support general,unknown,unknown,,,,zenodo_it_support_tickets
10474,ZENODO_TRAIN_00407,Change of character on user principal name,Change of character on user principal name,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
642,ZENODO_TRAIN_00408,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),Support general,unknown,unknown,,,,zenodo_it_support_tickets
2931,ZENODO_TRAIN_00409,[SERVER] R:/ drive,[SERVER] R:/ drive,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1551,ZENODO_TRAIN_00410,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
7573,ZENODO_TRAIN_00411,Virus scan requested since out of control action observed,Virus scan requested since out of control action observed,Software,unknown,unknown,,,,zenodo_it_support_tickets
13992,ZENODO_TRAIN_00412,login problemdear all.   i tried to login with [NAME] account and i receive this message:     [Image],login problemdear all.   i tried to login with [NAME] account and i receive this message:     [Image],Software,unknown,unknown,,,,zenodo_it_support_tickets
1726,ZENODO_TRAIN_00413,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
713,ZENODO_TRAIN_00414,[TICKET ID] - A Support Ticket was forwarded to your role  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),[TICKET ID] - A Support Ticket was forwarded to your role  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2382,ZENODO_TRAIN_00415,Anbindung eines NetztwerklaufwerkesFrau Ariane Knauth braucht schreibenden und lesenden Zugriff auf C:/GEOSYSTEMS Verzeichnis auf dem [SERVER] Server (IP:[IP_ADDRESS]). Können Sie es  das Folder auf i,Anbindung eines NetztwerklaufwerkesFrau Ariane Knauth braucht schreibenden und lesenden Zugriff auf C:/GEOSYSTEMS Verzeichnis auf dem [SERVER] Server (IP:[IP_ADDRESS]). Können Sie es  das Folder auf ihrem Laptop als lokalen Netzwerkfolder anbinden? Danke,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1677,ZENODO_TRAIN_00416,Shared Mailbox Access - [TICKET ID] - [EMAIL],Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
3086,ZENODO_TRAIN_00417,Installation von den richtigen Zertifikaten auf[LOCATION]ServerHallo Zusammen.    auf dem[LOCATION]Server [URL] gibt es ein Zertifikatfehler.    Können Sie es bitte überprüfen und ggf. ein Zertifikat ,Installation von den richtigen Zertifikaten auf[LOCATION]ServerHallo Zusammen.    auf dem[LOCATION]Server [URL] gibt es ein Zertifikatfehler.    Können Sie es bitte überprüfen und ggf. ein Zertifikat zu installieren?    Danke und Viele Grüße     [NAME]    [Bild],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1349,ZENODO_TRAIN_00418,[TICKET ID] - A Support Ticket was forwarded to your role  - Instalaçao,[TICKET ID] - A Support Ticket was forwarded to your role  - Instalaçao,Software,unknown,unknown,,,,zenodo_it_support_tickets
1614,ZENODO_TRAIN_00419,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
10996,ZENODO_TRAIN_00420,McAfee Endpoint Security on [SERVER],McAfee Endpoint Security on [SERVER],Software,unknown,unknown,,,,zenodo_it_support_tickets
2195,ZENODO_TRAIN_00421,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
4289,ZENODO_TRAIN_00422,Freezing Email,Freezing Email,Support general,unknown,unknown,,,,zenodo_it_support_tickets
8934,ZENODO_TRAIN_00423,Basis User - [TICKET ID] - [NAME].[NAME]([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname,Basis User - [TICKET ID] - [NAME].[NAME]([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44288  Company:  [COMPANY] S.A.  Department:  [COMPANY]_MA-LOG  Street:  [ADDRESS].  ZIP: [LOCATION][ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 11589 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 24 2019  3:00AM     Additional information:,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1435,ZENODO_TRAIN_00424,Zertifikat erstellen um verschl�sselte Emails zu lesen,Zertifikat erstellen um verschl�sselte Emails zu lesen,O365,unknown,unknown,,,,zenodo_it_support_tickets
3733,ZENODO_TRAIN_00425,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [US,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RO) Read only  File Share:  J:/E-CAD     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1932,ZENODO_TRAIN_00426,Email Forwarding,Email Forwarding,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1137,ZENODO_TRAIN_00427,[TICKET ID] - A Support Ticket was forwarded to your role  - missing [ADDRESS] and [ADDRESS],[TICKET ID] - A Support Ticket was forwarded to your role  - missing [ADDRESS] and [ADDRESS],Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1189,ZENODO_TRAIN_00428,[TICKET ID] - New Support Ticket received  - Reinstalar VPN. no Computador do rtc. [NAME].,[TICKET ID] - New Support Ticket received  - Reinstalar VPN. no Computador do rtc. [NAME].,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1670,ZENODO_TRAIN_00429,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
6101,ZENODO_TRAIN_00430,Computador travando. muito lento,Computador travando. muito lento,Computer-Services,unknown,unknown,,,,zenodo_it_support_tickets
1511,ZENODO_TRAIN_00431,Shared Mailbox Access - [TICKET ID] - [EMAIL],Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
649,ZENODO_TRAIN_00432,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1431,ZENODO_TRAIN_00433,Unidades de red y Permisos,Unidades de red y Permisos,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
617,ZENODO_TRAIN_00434,[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
780,ZENODO_TRAIN_00435,[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]feature unsable,[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]feature unsable,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1836,ZENODO_TRAIN_00436,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2311,ZENODO_TRAIN_00437,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
8491,ZENODO_TRAIN_00438,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: ,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47037  Function: Externe Beraterin  Company: [COMPANY] Consulting GmbH  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Aug 30 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 21 2019 12:00AM     Additional information:,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1676,ZENODO_TRAIN_00439,ADM credentials are not working until rebooting client computers,ADM credentials are not working until rebooting client computers,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
2023,ZENODO_TRAIN_00440,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2119,ZENODO_TRAIN_00441,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1784,ZENODO_TRAIN_00442,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1868,ZENODO_TRAIN_00443,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1973,ZENODO_TRAIN_00444,File Share Access - [TICKET ID] - [NAME] ([COMPANY]D. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]D. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
4839,ZENODO_TRAIN_00445,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATIO,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,unknown,unknown,,,,zenodo_it_support_tickets
1566,ZENODO_TRAIN_00446,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
7576,ZENODO_TRAIN_00447,Initiated by GIT: Missing connection to all securitytools on system [SERVER],Initiated by GIT: Missing connection to all securitytools on system [SERVER],Software,unknown,unknown,,,,zenodo_it_support_tickets
9454,ZENODO_TRAIN_00448,Qarantine message,Qarantine message,Support general,unknown,unknown,,,,zenodo_it_support_tickets
3583,ZENODO_TRAIN_00449,Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  ,Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47004  Function: Intranet Consultant  Company: [URL] AG  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Apr 30 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Jan 25 2019 12:00AM     Additional information:,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1994,ZENODO_TRAIN_00450,File Share Access - [TICKET ID] - [NAME] ([COMPANY]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
10651,ZENODO_TRAIN_00451,Colocar aviso de ausencia temporaria no email de [NAME],Colocar aviso de ausencia temporaria no email de [NAME],Support general,unknown,unknown,,,,zenodo_it_support_tickets
3788,ZENODO_TRAIN_00452,Trouble downloading Adobe Creative Cloud,Trouble downloading Adobe Creative Cloud,Software,unknown,unknown,,,,zenodo_it_support_tickets
